Agent WT10 issued withdrawal of $96.00 at: 09/22/24 at 12:13:45 EDT  Transaction Number: 497
Agent DT1 issued deposit of $468.00 at: 09/22/24 at 12:13:46 EDT  Transaction Number: 510
Agent DT5 issued deposit of $475.00 at: 09/22/24 at 12:13:46 EDT  Transaction Number: 532
Agent WT10 issued withdrawal of $96.00 at: 09/22/24 at 12:13:46 EDT  Transaction Number: 536
Agent DT2 issued deposit of $512.00 at: 09/22/24 at 12:13:47 EDT  Transaction Number: 547
Agent DT4 issued deposit of $546.00 at: 09/22/24 at 12:13:47 EDT  Transaction Number: 557
Agent WT8 issued withdrawal of $93.00 at: 09/22/24 at 12:13:47 EDT  Transaction Number: 565
Agent WT2 issued withdrawal of $92.00 at: 09/22/24 at 12:13:47 EDT  Transaction Number: 567
Agent DT3 issued deposit of $498.00 at: 09/22/24 at 12:13:47 EDT  Transaction Number: 577
Agent WT1 issued withdrawal of $93.00 at: 09/22/24 at 12:13:47 EDT  Transaction Number: 580
Agent WT4 issued withdrawal of $98.00 at: 09/22/24 at 12:13:47 EDT  Transaction Number: 588
Agent WT1 issued withdrawal of $94.00 at: 09/22/24 at 12:13:47 EDT  Transaction Number: 602
Agent WT10 issued withdrawal of $91.00 at: 09/22/24 at 12:13:47 EDT  Transaction Number: 604
Agent WT8 issued withdrawal of $97.00 at: 09/22/24 at 12:13:48 EDT  Transaction Number: 614
Agent WT10 issued withdrawal of $90.00 at: 09/22/24 at 12:13:48 EDT  Transaction Number: 619
Agent WT6 issued withdrawal of $91.00 at: 09/22/24 at 12:13:48 EDT  Transaction Number: 620
Agent DT1 issued deposit of $585.00 at: 09/22/24 at 12:13:48 EDT  Transaction Number: 623
Agent WT2 issued withdrawal of $93.00 at: 09/22/24 at 12:13:48 EDT  Transaction Number: 628
Agent WT7 issued withdrawal of $99.00 at: 09/22/24 at 12:13:48 EDT  Transaction Number: 629
Agent DT4 issued deposit of $454.00 at: 09/22/24 at 12:13:48 EDT  Transaction Number: 634
Agent WT10 issued withdrawal of $98.00 at: 09/22/24 at 12:13:49 EDT  Transaction Number: 654
Agent WT4 issued withdrawal of $99.00 at: 09/22/24 at 12:13:50 EDT  Transaction Number: 678
Agent WT10 issued withdrawal of $99.00 at: 09/22/24 at 12:13:50 EDT  Transaction Number: 680
Agent DT3 issued deposit of $598.00 at: 09/22/24 at 12:13:50 EDT  Transaction Number: 685
Agent WT2 issued withdrawal of $92.00 at: 09/22/24 at 12:13:50 EDT  Transaction Number: 702
Agent WT10 issued withdrawal of $92.00 at: 09/22/24 at 12:13:50 EDT  Transaction Number: 717
Agent WT7 issued withdrawal of $98.00 at: 09/22/24 at 12:13:50 EDT  Transaction Number: 723
Agent WT10 issued withdrawal of $94.00 at: 09/22/24 at 12:13:51 EDT  Transaction Number: 729
Agent WT6 issued withdrawal of $93.00 at: 09/22/24 at 12:13:51 EDT  Transaction Number: 732
Agent DT4 issued deposit of $463.00 at: 09/22/24 at 12:13:51 EDT  Transaction Number: 747
Agent WT10 issued withdrawal of $96.00 at: 09/22/24 at 12:13:51 EDT  Transaction Number: 750
Agent WT6 issued withdrawal of $96.00 at: 09/22/24 at 12:13:51 EDT  Transaction Number: 752
Agent WT4 issued withdrawal of $91.00 at: 09/22/24 at 12:13:51 EDT  Transaction Number: 768
